poolID,liquidity,liquidity24hChange,asset0Symbol,asset0Denom,asset0Amount,asset0gecko,asset1Symbol,asset1Denom,asset1Amount,asset1gecko,volume24h,volume7d,fee
1099,157118.12963970183,-6.446374975132094,MARS,ibc/573FCD90FACEE750F55A8864EF7D38265F07E5A9273FA0E8DAFD39951332B580,1107266.164574,,OSMO,uosmo,46105.130007,osmosis,8506.46664375995,100956.17127556505,0.2%
1100,59457.40996932091,-7.1652589810371685,ION,uion,73.810091,ion,OSMO,uosmo,21590.178889,osmosis,5093.926152010587,43894.90882182636,0.5%
1101,100264.20574184043,-2.6623249636134423,XPRT,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,127951.341814,persistence,OSMO,uosmo,38620.501241,osmosis,25240.586918621502,170214.55589588537,0.2%
1102,1612.6664982570264,-5.866022108218305,MED,ibc/3BCCC93AD5DF58D11A6F8A05FA8BC801CBA0BA61A981F57E91B8B598BF8061CB,54320.106754,medibloc,OSMO,uosmo,618.04156,osmosis,9.777254614419414,22.52915772412735,0.2%
1103,162997.94261816953,-4.779022307052022,SOMM,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,462449.169819,sommelier,OSMO,uosmo,62211.222474,osmosis,7463.6176964468505,57544.18905808499,0.2%
1104,239493.8732175944,-6.876472481447745,BLD,ibc/2DA9C149E9AD2BD27FEFA635458FB37093C256C1A940392634A16BEA45262604,1058217.841691,,OSMO,uosmo,60675.341723,osmosis,19469.77202733216,417941.59345405624,0.2%
1105,86212.2832314187,-4.156516968269688,KAVA,ibc/57AA1A70A4BC9769C525EBF6386F7A21536E04A79D62E1981EFCEF9428EBB205,43536.677056,kava,OSMO,uosmo,35255.947396,osmosis,7375.206956354326,79575.85779312723,0.2%
1106,44645.07769624377,-2.220302409754343,IRIS,ibc/7C4D60AA95E5A7558B0A364860979CA34B7FF8AAF255B87AF9E879374470CEC0,496170.665923,iris-network,OSMO,uosmo,20500.034113,osmosis,334.0782827869814,27679.687189358334,0.2%
1107,25366.97244295627,1.5474507202824983,stIBCX,factory/osmo1xqw2sl9zk8a6pch0csaw78n4swg5ws8t62wc5qta4gnjxfqg6v2qcs243k/stuibcx,166.095309,,OSMO,uosmo,6278.010455,osmosis,12048.07193477675,41454.425373199774,0.3%
1108,67357.26187738858,-0.39324202556985915,DVPN,ibc/9712DBB13B9631EDFA9BF61B55F1B2D290B2ADB67E3A4EB3A875F3B6081B3B84,16784801.797058,sentinel,OSMO,uosmo,26581.003208,osmosis,999.9771991134285,10015.94761185543,0.2%
1109,54168.897533662996,-4.032672167652185,BTSG,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,1723226.426012,bitsong,OSMO,uosmo,23058.910418,osmosis,1068.4672708622027,25730.062848193294,0.2%
1110,162857.13962054517,-3.7799899405545423,UMEE,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,14445310.367594,umee,OSMO,uosmo,77091.004104,osmosis,7501.230320212309,167328.48309072148,0.2%
1111,190231.94080468063,-9.465961985100206,HUAHUA,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,485525756.422469,chihuahua-token,OSMO,uosmo,70792.325209,osmosis,80735.75683356902,465287.50985650154,0.2%
1113,20375.515135859452,-3.6416580479382996,GRAV,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,3784495.600463,graviton,OSMO,uosmo,8053.392204,osmosis,59.79773452221398,6005.133859721677,0.2%
1114,229476.83967353246,-3.2985316099728426,SEI,ibc/71F11BC0AF8E526B80E44172EBA9D3F0A8E03950BB882325435691EBC9450B1D,114518.583605,sei,OSMO,uosmo,104313.518515,osmosis,140238.7294794927,2220569.275799442,0.2%
1116,6118.165341583321,-1.8098124965507438,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,2999.034659,,SEI,ibc/71F11BC0AF8E526B80E44172EBA9D3F0A8E03950BB882325435691EBC9450B1D,3841.677938,sei,293.5977748189837,18977.54298596873,0.2%
1120,196928.71812640992,-5.667266105622637,stSOMM,ibc/5A0060579D24FBE5268BEA74C3281E7FE533D361C41A99307B4998FEC611E46B,410192.125431,,SOMM,ibc/9BBA9A1C257E971E38C1422780CE6F0B0686F0A3085E2D61118D904BFE0F5F5E,691064.339484,sommelier,374.87204184457795,1142.7700659385293,0.3%
1121,79196.97510492777,-3.152225874745222,NEOK,ibc/DEE262653B9DE39BCEF0493D47E0DFC4FE62F7F046CF38B9FDEFEBE98D149A71,49304.619794322636,,OSMO,uosmo,30290.428416,osmosis,326.38887052164114,972.0102965691984,0.2%
1131,2246.67612327644,-0.1833563523868251,USDT.wh,ibc/2108F2D81CBE328F371AD0CEF56691B18A86E08C3651504E42487D9EE92DDE9C,450.316651,,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,1799.255188,,39.118288075260665,3994.6906779252818,0.05%
1133,1909350.733926984,-3.0653870739493527,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,717131.960262,usd-coin,OSMO,uosmo,911974.851296,osmosis,428021.3902659323,5412350.3047603555,0.2%
1134,3317244.8234780296,-3.6625997098054475,ETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,482.9393204596536,ethereum,OSMO,uosmo,1280324.415254,osmosis,270305.0192322649,2347749.1849317504,0.2%
1135,9769461.851808574,-3.220411144558618,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,426152.961108,cosmos,OSMO,uosmo,3738877.93342,osmosis,262138.5479399044,2870163.6405802597,0.2%
1136,6679878.429031199,-1.9413559455935572,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,412219.082969,cosmos,stATOM,ibc/C140AFD542AE77BD7DCC83F13FDD8C5E5BB8C4929785E6EC2F4C636F98F17901,131748.957644,stride-staked-atom,11302.82946158011,1269295.9535922655,0.3%
1137,256495.76065774896,1.3639762562696012,PASG,ibc/208B2F137CDE510B44C41947C045CFDC27F996A9D990EA64460BDD5B3DBEB2ED,2263027.29182,,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,128247.87925,usd-coin,12280.160106187457,104593.99858040517,0.2%
1144,1893.4235964853265,-2.5387650652884117,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,875.915389,,DOT.comp,ibc/6B2B19D874851F631FF0AF82C38A20D4B82F438C7A22F41EDA33568345397244,112.1552513588,,543.0953745677316,3696.0845144778727,0.2%
1145,8405.022034238216,-3.4627007247102384,DOT.comp,ibc/6B2B19D874851F631FF0AF82C38A20D4B82F438C7A22F41EDA33568345397244,358.63189815,,OSMO,uosmo,3937.423573,osmosis,15456.35656898325,39926.53193951522,0.2%
1146,1141.3164283829774,-0.16087993710567447,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,580.724033,,SILK,ibc/8A025A1E70101E39DE0C0F153E582A30806D3DA16795F6D868A3AA247D2DEDF7,486.600365,silk-bcec1136-561c-4706-a42c-8b67d0d7f7d2,5.765560058328261,29.43509602354439,0.05%
1150,466553.61562720896,0.02835923358500593,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,201991.336129,,USDT.axl,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,264435.935854,tether,6671.853266606425,783958.9028435193,0.05%
1151,2787.1109843798567,-2.2059676029718727,KSM.comp,ibc/6727B2F071643B3841BD535ECDD4ED9CAE52ABDD0DCD07C3630811A7A37B215C,30.901692407077,,OSMO,uosmo,1067.549895,osmosis,0,1244.7899421121047,0.2%
1152,1548.1170554812215,-0.3711489695685853,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,778.262319,,KSM.comp,ibc/6727B2F071643B3841BD535ECDD4ED9CAE52ABDD0DCD07C3630811A7A37B215C,17.121275822007,,32.753264614778715,450.11807159396017,0.2%
1153,1176.6994535213476,-8.045007050872695,PASG,ibc/208B2F137CDE510B44C41947C045CFDC27F996A9D990EA64460BDD5B3DBEB2ED,9382.884733,,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,645.892129,,92.33226637401773,725.7838155890191,0.2%
1158,52010.80985120323,-1.0024517538209332,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,23222.091935,,LORE,ibc/B1C1806A540B3E165A2D42222C59946FB85BA325596FC85662D7047649F419F3,958777.366807,gitopia,617.4499088410263,11085.058389843276,0.2%
1159,3716.865365637782,-2.321781998910875,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,1855.633927,,FLIX,ibc/CEE970BB3D26F4B907097B6B660489F13F3B0DA765B83CC7D9A0BC0CE220FA6F,10371.34642,omniflix-network,161.84319092676196,1219.7385781768148,0.2%
1161,57693.525888440556,-25.316557669715817,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,8572.900948,,KUJI,ibc/BB6BCDB515050BAE97516111873CCD7BCF1FD0CCB723CC12F3C4F704D6C646CE,16232.078422,,87472.22518349899,619566.5566643685,0.2%
1163,12522.602968685289,3.3477354506385595,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,7008.341629,,LUNA,ibc/785AFEC6B3741100D15E7AF01374E3C4C36F24888E96479B1C33F5C71F364EF9,6028.187727,terra-luna-2,16774.41063594619,101296.70787534254,0.2%
1170,17856.7767293586,-3.9608431953222953,SHD,ibc/0B3D528E74E3DEAADF8A68F393887AC7E06028904D02173561B0D27F6E751D0A,1869.5193218,shade-protocol,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,4191.61202,,11957.970327048928,144087.56571910504,0.2%
1173,90671.7141898555,-2.0681081686273766,XPLA,ibc/95C9B5870F95E21A242E6AF9ADCB1F212EE4A8855087226C36FBE43FC41A77B8,158978.2187563305,xpla,OSMO,uosmo,34679.156368,osmosis,6535.98329239056,74768.43423041492,0.2%
1179,3366.3168872553815,9.558814773648198,RIO,ibc/1CDF9C7D073DD59ED06F15DB08CC0901F2A24759BE70463570E8896F9A444ADF,1179.0813726580081,realio-network,OSMO,uosmo,1299.641513,osmosis,1548.700340470241,6003.359636715712,0.2%
1180,109950.05984212975,-3.5240083053843705,RIO,ibc/1CDF9C7D073DD59ED06F15DB08CC0901F2A24759BE70463570E8896F9A444ADF,38700.87966320493,realio-network,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4820.395916,cosmos,29614.58355647688,112344.38867498518,0.2%
1189,39072.07018718762,-2.629448414347847,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,13224.538245,,AXL,ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,13376.617498,axelar,653.4239024082873,11145.891196796218,0.2%
1205,256967.97261201922,-1.5640204145984498,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,155302.186127,,UMEE,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,23709789.574649,umee,6931.918564650422,87894.73412841538,0.2%
1211,2004.0682258274755,0.14692579770125838,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,32.35853,,USDT.axl,ibc/8242AD24008032E457D2E12D46588FD39FB54FB29680C6C7663D296B383C37C4,1968.65147,tether,0,0,0%
1212,650212.5850345916,-0.10869147862293337,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,584753.825939,,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,65995.074061,usd-coin,0,0,0%
1213,259787.9528583857,-3.5886599018194727,ETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,45.070635298926035,ethereum,YieldETH,ibc/FBB3FEF80ED2344D821D4F95C31DBFD33E4E31D5324CAD94EF756E67B749F668,29.319014887042165,,2809.6721636252378,16022.767621624795,0.05%
1215,252172.7655137338,-3.7687958092376315,MNTA,ibc/51D893F870B7675E507E91DA8DB0B22EA66333207E4F5C0708757F08EE059B0B,235897.017525,mantadao,OSMO,uosmo,65918.343259,osmosis,10364.552087838481,85463.7794229675,0.2%
1218,54935.04716123294,-1.0909599230671494,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,27463.760873,,PLQ,ibc/B1E0166EA0D759FDF4B207D1F5F12210D8BFE36F2345CEFC76948CE2B36DFBAF,474281.04264847585,,3424.8191459122854,30791.204588626293,0.2%
1220,3152767.9581641722,-0.013685792029036548,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,1655055.54066,,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,1501376.205166,,446368.24685633404,8071783.660527846,0.01%
1221,223345.58978891862,-3.2485777481893146,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,36484.776024,,OSMO,uosmo,142962.503039,osmosis,152474.7755486505,1948843.2565304285,0.2%
1223,1468432.8933036441,-2.0007317052178077,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,743269.802472,,USDC.axl,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,725840.127843,usd-coin,1507624.60553277,11885938.393580662,0.01%
1224,274542.6746658235,0.07530290476334875,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,135851.189592,,IST,ibc/92BE0717F4678905E53F4E45B2DED18BC0CB97BF1F8B6A25AFEDF3D5A879B4D5,139038.573492,,17598.090161054017,295410.973929155,0.01%
1225,246245.48984430375,-3.373774567088514,MBRN,factory/osmo1s794h9rxggytja3a4pmwul53u98k06zy2qtrdvjnfuxruh7s8yjs6cyxgd/umbrn,2359609.178124,,OSMO,uosmo,94181.411609,osmosis,1057.1429158954654,15282.562588638293,0.007%
1226,127131.5155459166,-0.08688586260833622,CDT,factory/osmo1s794h9rxggytja3a4pmwul53u98k06zy2qtrdvjnfuxruh7s8yjs6cyxgd/ucdt,63706.302901,,OSMO,uosmo,48573.301121,osmosis,793.180430873166,10193.097423338466,0.007%
1227,582704.3510651852,-2.4922977880537953,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,26868.848066,cosmos,rATOM,ibc/B66CE615C600ED0A8B5AF425ECFE0D57BE2377587F66C45934A76886F34DC9B7,15057.28042,,0,371.03279031765726,0.2%
1228,15940.529633987097,-1.3166647820028192,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,667.837294,,STARS,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,576756.704374,stargaze,556.4291692351383,4011.6206077903103,0.2%
1230,200230.061462304,-4.899521066302618,FIS,ibc/01D2F0C4739C871BFBEE7E786709E6904A55559DC1483DD92ED392EF12247862,151067.943133,stafi,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8739.713046,cosmos,2591.8373294645976,31448.351807197658,0.2%
1232,28180.0010821681,-0.9053338122501038,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,14081.700521,,LORE,ibc/B1C1806A540B3E165A2D42222C59946FB85BA325596FC85662D7047649F419F3,469409.728002,gitopia,148.92254263558345,3439.5923158715286,0.02%
1233,433465.45310454833,-2.647851767954066,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,18920.093047,cosmos,SGE,ibc/A1830DECC0B742F0B2044FF74BE727B5CF92C9A28A9235C3BACE4D24A23504FA,1171404.325906,six-sigma,2578.2476080602737,52925.97607067647,0.2%
1234,20005.096364503734,-0.5484792490821488,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,10011.640019,,STRDST,ibc/CFF40564FDA3E958D9904B8B479124987901168494655D9CC6B7C0EC0416020B,544759.670876,,59.26928783280265,1300.9002268545576,0.2%
1238,21366.332873447256,-2.8766649374842994,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,933.345828,cosmos,DORA,ibc/672406ADE4EDFD8C5EA7A0D0DD0C37E431DA7BD8393A15CD2CFDE3364917EB2A,116124.12924754203,,0,57.5281088603611,0.3%
1239,28273.26244593285,-3.5434503669813675,DORA,ibc/672406ADE4EDFD8C5EA7A0D0DD0C37E431DA7BD8393A15CD2CFDE3364917EB2A,153784.02082417373,,OSMO,uosmo,10813.695308,osmosis,2.7108445419000002,1420.0518380325243,0.2%
1240,12649.764801394273,0.9247156339500298,FUND,ibc/608EF5C0CE64FEA097500DB39657BDD36CA708CC5DCC2E250A024B6981DD36BC,26735.989835162,unification,OSMO,uosmo,4838.150428,osmosis,426.4836210968484,1445.6339018207082,0.3%
1241,594199.8467692281,-3.6579492436677095,FX,ibc/2B30802A0B03F91E4E16D6175C9B70F2911377C1CAE9E50FF011C821465463F9,1748476.8285484384,fx-coin,OSMO,uosmo,227263.224613,osmosis,2513.5223015136553,30790.561255890247,0.2%
1242,11646.243393194018,-2.3464706616753492,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,5827.560836,,LIKE,ibc/9989AD6CCA39D1131523DB0617B50F6442081162294B4795E26746292467B525,2267877.448643353,likecoin,39.790595044518525,933.0652495570321,0.3%
1243,117695.57221963076,-7.358388450521285,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,24030.670238,,STRD,ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,20857.720116,stride,87061.8572038138,563245.9855791096,0.2%
1244,225492.21327442004,-1.7004604826024943,COREUM,ibc/F3166F4D31D6BA1EC6C9F5536F5DDDD4CC93DBA430F7419E7CDC41C497944A65,718466.510693,coreum,OSMO,uosmo,86243.927328,osmosis,25595.77659606102,358859.3893973626,0.2%
1245,62611.86896359622,1.3882237287420491,DYDX,ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C,6872.366851285564,dydx,OSMO,uosmo,30434.219892,osmosis,87713.42734770413,786552.4756402496,0.2%
1246,139291.37003174686,-0.12867503551065865,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,106380.67065,,DYDX,ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C,9937.972683717044,dydx,106530.53892460711,937114.6218122981,0.05%
1247,721204.8732439382,-7.072809108754149,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,164967.023059,,TIA,ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,39521.443585,celestia,1116005.196557227,9199233.713258136,0.05%
1248,3177293.148676385,2.668935126260384,TIA,ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,87022.116152,celestia,OSMO,uosmo,1493499.598391,osmosis,2043568.196264762,15304083.8971396,0.2%
1249,91599.3736190598,-4.407679007368149,TIA,ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,3251.640777,celestia,OSMO,uosmo,35052.974369,osmosis,6825.901037118563,114034.8249615626,0.2%
1251,1232099.5995762274,-0.7673445853266407,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,66044.105625,cosmos,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,474482.26918,,872757.804787408,10108412.925626442,0.2%
1252,677916.495667886,-3.825216161526971,stOSMO,ibc/D176154B0C63D1F9C6DCFB4F70349EBF2E2B5A87A05902F57A6AE92B863E9AEC,5829.855789,stride-staked-osmo,OSMO,uosmo,511482.186119,osmosis,12781.181660747132,128163.29015675333,0.05%
1253,12218.902762846472,-0.3496004185729635,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,11263.90612,,nBTC,ibc/75345531D87BD90BF108BE7240BD721CB2CB0A1F16D4EBA71B09EC3C43E15C8F,0.01495501894521,,735.7232341777765,6907.3018946861885,0.2%
1254,34986.64831617587,-1.290059529022298,,factory/osmo14klwqgkmackvx2tqa0trtg69dmy0nrg4ntq4gjgw2za4734r5seqjqm4gm/uibcx,314.897575,,PHMN,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2436.383324,posthuman,446.8186165114477,891.4890128175965,1.0%
1255,72715.1439970828,-2.4825288178413203,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3193.4662,cosmos,PHMN,ibc/D3B574938631B0A1BA704879020C696E514CFADAA7643CDE4BD5EB010BDE327B,2516.245264,posthuman,467.93789855162606,7344.10136089478,1.0%
1258,11896.688614745288,-0.6573670883756592,CMST,ibc/23CA6C8D1AB2145DD13EB1E089A2E3F960DC298B468CCE034E19E5A78B61136E,10929.054715,composite,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,2138.431247,,39.20166405756578,3634.324696332993,0.01%
1260,56219.46152238096,0.0367772607169661,DAI,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,48621.49920443894,dai,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,7750.507189,,13320.770983025548,176120.8355228589,0.01%
1261,7055.484755710599,3.299859902363828,DAI,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,6466.841417969833,dai,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,608.872515,,704.3751071777518,22916.707265827026,0.01%
1262,1274.6783175900814,80821.72996460019,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,1275.836943,,USDC.wh,ibc/6B99DB46AA9FF47162148C1726866919E44A6A5E0274B90912FD17E19A337695,261.953695,,2605.976059427596,7431.45066052205,0.05%
1263,1545561.9213743904,-0.914890490264779,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,201896.821301,,OSMO,uosmo,1021061.929637,osmosis,2166048.5408421983,29594146.432777096,0.05%
1264,147304.6078320981,9.538020428478161,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,48119.253209,,ETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,27.351690456512127,ethereum,157829.61244154873,1472461.4360901867,0.2%
1265,1138868.2411849783,1.9594482235019255,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,30228.952745,cosmos,OSMO,uosmo,606291.098949,osmosis,1254235.8169020035,15095352.229151504,0.05%
1266,5290.335073762591,-2.513147053729342,MEDAS,ibc/01E94A5FF29B8DDEFC86F412CC3927F7330E9B523CC63A6194B1108F5276025C,2326377.00699,,MARS,ibc/573FCD90FACEE750F55A8864EF7D38265F07E5A9273FA0E8DAFD39951332B580,60486.316042,,2.5892482472590075,118.12750695459921,0.2%
1267,5288.702936126131,-8.236181448275538,sqOSMO,factory/osmo1g8qypve6l95xmhgc0fddaecerffymsl7kn9muw/squosmo,110719000.756643,,OSMO,uosmo,367.074345,osmosis,60.042293795213745,4264.306256336833,0.2%
1268,7990.098178691855,125.99273078971093,CDT,factory/osmo1s794h9rxggytja3a4pmwul53u98k06zy2qtrdvjnfuxruh7s8yjs6cyxgd/ucdt,2884.58077,,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,5110.590155,,5132.8562790580345,9822.186367133545,0.05%
1273,193624.64065176353,-4.175413867512405,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,65181.580526,,CHEQ,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,1400103.786390181,cheqd-network,51888.373397398886,330654.3269860748,0.5%
1274,12112.531524529624,-0.16773107749636204,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,3073.308071,,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,9055.046309,,83.76793785638296,1677.3223102032443,0.05%
1275,1551.896106305875,0.04116371566589166,DAI,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,1443.7746568884131,dai,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,112.544345,,190.03742098868946,490.9159545400623,0.05%
1277,47828.57470678489,5.335558061594213,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,27292.85103,,WBTC.axl,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,0.31817415,wrapped-bitcoin,20430.150449332345,204934.7296006584,0.2%
1279,43062.52957364765,0.03829002647516467,USDT,ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB,39447.755034,,ETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,1.0754725482500507,ethereum,2258.542300382004,47603.98321613468,0.2%
1281,266708.5471217737,-2.4236774700196815,ETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,11.552521291583059,ethereum,OSMO,uosmo,174193.958799,osmosis,443654.0233425565,3963107.962186731,0.05%
1282,86108.12393074838,-1.5029631689342295,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5708.215431,cosmos,USDC,ibc/498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,20760.545619,,214481.43386853524,2259573.990336905,0.05%
